guid,title,pubDate,description,link,media
b'https://www.hindustantimes.com/other-sports/just-getting-more-time-to-dance-manika-batra-on-life-under-lockdown/story-sXqMOvBUR9JwIj6beYzYCM.html',"b""'Just getting more time to dance' - Manika Batra on life under lockdown""","b'Fri, 27 Mar 2020 03:25:16 GMT '","b'Speaking in an exclusive chat with Hindustan Times, India star paddler Manika Batra gave a glimpse of her life under lockdown. '",b'https://www.hindustantimes.com/other-sports/just-getting-more-time-to-dance-manika-batra-on-life-under-lockdown/story-sXqMOvBUR9JwIj6beYzYCM.html',https://www.hindustantimes.com/rf/image_size_630x354/HT/p2/2020/03/27/Pictures/cwg-2018-tt_1f5783a4-6fd8-11ea-ad54-628e87a77846.jpg
